Sex,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S
tensor(0.),tensor(32.),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(30.),tensor(0.),tensor(0.),tensor(93.5000),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(22.),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.2250),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(44.),tensor(0.),tensor(1.),tensor(57.9792),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.2292),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(40.5000),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(1.),tensor(50.),tensor(0.),tensor(0.),tensor(10.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(221.7792),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(39.),tensor(0.),tensor(0.),tensor(7.9250),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(23.),tensor(2.),tensor(1.),tensor(11.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(2.),tensor(1.),tensor(1.),tensor(26.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.2292),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(17.),tensor(1.),tensor(1.),tensor(7.2292),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(2.),tensor(22.3583),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(30.),tensor(0.),tensor(0.),tensor(8.6625),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(7.),tensor(0.),tensor(2.),tensor(26.2500),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(45.),tensor(0.),tensor(0.),tensor(26.5500),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(30.),tensor(0.),tensor(0.),tensor(106.4250),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(14.5000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(22.),tensor(0.),tensor(2.),tensor(49.5000),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(36.),tensor(0.),tensor(2.),tensor(71.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(9.),tensor(4.),tensor(2.),tensor(31.2750),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(11.),tensor(4.),tensor(2.),tensor(31.2750),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(32.),tensor(1.),tensor(0.),tensor(26.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(50.),tensor(1.),tensor(0.),tensor(106.4250),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(64.),tensor(0.),tensor(0.),tensor(26.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(19.),tensor(1.),tensor(0.),tensor(26.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(13.8625),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(33.),tensor(1.),tensor(1.),tensor(20.5250),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(8.),tensor(1.),tensor(1.),tensor(36.7500),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(17.),tensor(0.),tensor(2.),tensor(110.8833),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(27.),tensor(0.),tensor(0.),tensor(26.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.8292),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(22.),tensor(0.),tensor(0.),tensor(7.2250),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(22.),tensor(0.),tensor(0.),tensor(7.7750),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(62.),tensor(0.),tensor(0.),tensor(26.5500),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(48.),tensor(1.),tensor(0.),tensor(39.6000),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(227.5250),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(39.),tensor(1.),tensor(1.),tensor(79.6500),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(36.),tensor(1.),tensor(0.),tensor(17.4000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(40.),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(28.),tensor(0.),tensor(0.),tensor(13.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(24.),tensor(2.),tensor(0.),tensor(24.1500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(19.),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.),tensor(0.),tensor(4.),tensor(21.0750),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.2292),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(32.),tensor(0.),tensor(0.),tensor(7.8542),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(62.),tensor(0.),tensor(0.),tensor(10.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(53.),tensor(2.),tensor(0.),tensor(51.4792),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(36.),tensor(0.),tensor(0.),tensor(26.3875),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(16.),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(19.),tensor(0.),tensor(0.),tensor(14.5000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(34.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(39.),tensor(1.),tensor(0.),tensor(55.9000),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(1.),tensor(0.),tensor(14.4583),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(32.),tensor(0.),tensor(0.),tensor(7.9250),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(25.),tensor(1.),tensor(1.),tensor(30.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(39.),tensor(1.),tensor(1.),tensor(110.8833),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(54.),tensor(0.),tensor(0.),tensor(26.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(36.),tensor(0.),tensor(0.),tensor(40.1250),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(8.7125),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(18.),tensor(0.),tensor(2.),tensor(79.6500),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(47.),tensor(0.),tensor(0.),tensor(15.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(60.),tensor(1.),tensor(1.),tensor(79.2000),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(22.),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(35.),tensor(0.),tensor(0.),tensor(7.1250),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(52.),tensor(1.),tensor(0.),tensor(78.2667),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(47.),tensor(0.),tensor(0.),tensor(7.2500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(2.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(37.),tensor(1.),tensor(0.),tensor(26.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(36.),tensor(1.),tensor(1.),tensor(24.1500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(0.),tensor(33.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(49.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.2250),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(49.),tensor(1.),tensor(0.),tensor(56.9292),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(24.),tensor(2.),tensor(1.),tensor(27.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(42.4000),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(44.),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(35.),tensor(0.),tensor(0.),tensor(26.5500),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(36.),tensor(1.),tensor(0.),tensor(15.5500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(30.),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(27.),tensor(0.),tensor(0.),tensor(30.5000),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(22.),tensor(1.),tensor(2.),tensor(41.5792),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(40.),tensor(0.),tensor(0.),tensor(153.4625),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(39.),tensor(1.),tensor(5.),tensor(31.2750),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(1.),tensor(0.),tensor(15.5000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(35.),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(24.),tensor(1.),tensor(2.),tensor(65.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(34.),tensor(1.),tensor(1.),tensor(14.4000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(26.),tensor(1.),tensor(0.),tensor(16.1000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(4.),tensor(2.),tensor(1.),tensor(39.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(26.),tensor(0.),tensor(0.),tensor(10.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(27.),tensor(1.),tensor(0.),tensor(14.4542),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(42.),tensor(1.),tensor(0.),tensor(52.5542),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(20.),tensor(1.),tensor(1.),tensor(15.7417),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(21.),tensor(0.),tensor(0.),tensor(7.8542),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(21.),tensor(0.),tensor(0.),tensor(16.1000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(61.),tensor(0.),tensor(0.),tensor(32.3208),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(57.),tensor(0.),tensor(0.),tensor(12.3500),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.)
tensor(1.),tensor(21.),tensor(0.),tensor(0.),tensor(77.9583),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(26.),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.7333),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(80.),tensor(0.),tensor(0.),tensor(30.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(51.),tensor(0.),tensor(0.),tensor(7.0542),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(32.),tensor(0.),tensor(0.),tensor(30.5000),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(9.),tensor(3.),tensor(2.),tensor(27.9000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(28.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(32.),tensor(0.),tensor(0.),tensor(7.9250),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(31.),tensor(1.),tensor(1.),tensor(26.2500),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(41.),tensor(0.),tensor(5.),tensor(39.6875),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(1.),tensor(0.),tensor(16.1000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(20.),tensor(0.),tensor(0.),tensor(7.8542),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(24.),tensor(0.),tensor(0.),tensor(69.3000),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(2.),tensor(3.),tensor(2.),tensor(27.9000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(56.4958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(0.7500),tensor(2.),tensor(1.),tensor(19.2583),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(48.),tensor(1.),tensor(0.),tensor(76.7292),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(19.),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(56.),tensor(0.),tensor(0.),tensor(35.5000),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.5500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(23.),tensor(0.),tensor(0.),tensor(7.5500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(18.),tensor(0.),tensor(1.),tensor(23.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(21.),tensor(0.),tensor(0.),tensor(8.4333),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.8292),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(1.),tensor(18.),tensor(0.),tensor(0.),tensor(6.7500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(24.),tensor(2.),tensor(0.),tensor(73.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.8958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(32.),tensor(1.),tensor(1.),tensor(15.5000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(23.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(58.),tensor(0.),tensor(2.),tensor(113.2750),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(50.),tensor(2.),tensor(0.),tensor(133.6500),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(40.),tensor(0.),tensor(0.),tensor(7.2250),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(47.),tensor(0.),tensor(0.),tensor(25.5875),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(36.),tensor(0.),tensor(0.),tensor(7.4958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(20.),tensor(1.),tensor(0.),tensor(7.9250),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(32.),tensor(2.),tensor(0.),tensor(73.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(25.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(7.7750),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(43.),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(29.8811),tensor(1.),tensor(0.),tensor(52.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(40.),tensor(1.),tensor(1.),tensor(39.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(31.),tensor(1.),tensor(0.),tensor(52.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(70.),tensor(0.),tensor(0.),tensor(10.5000),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(31.),tensor(0.),tensor(0.),tensor(13.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(29.8811),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(18.),tensor(0.),tensor(0.),tensor(7.7750),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(24.5000),tensor(0.),tensor(0.),tensor(8.0500),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(18.),tensor(0.),tensor(0.),tensor(9.8417),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(43.),tensor(1.),tensor(6.),tensor(46.9000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(36.),tensor(0.),tensor(1.),tensor(512.3292),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(1.),tensor(29.8811),tensor(0.),tensor(0.),tensor(8.1375),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.)
tensor(0.),tensor(27.),tensor(0.),tensor(0.),tensor(76.7292),tensor(1.),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(20.),tensor(0.),tensor(0.),tensor(9.2250),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(14.),tensor(5.),tensor(2.),tensor(46.9000),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(60.),tensor(1.),tensor(1.),tensor(39.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(25.),tensor(1.),tensor(2.),tensor(41.5792),tensor(0.),tensor(1.),tensor(0.),tensor(1.),tensor(0.),tensor(0.)
tensor(0.),tensor(14.),tensor(4.),tensor(1.),tensor(39.6875),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(19.),tensor(0.),tensor(0.),tensor(10.1708),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(18.),tensor(0.),tensor(0.),tensor(7.7958),tensor(0.),tensor(0.),tensor(1.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(15.),tensor(0.),tensor(1.),tensor(211.3375),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(0.),tensor(31.),tensor(1.),tensor(0.),tensor(57.),tensor(1.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.)
tensor(1.),tensor(4.),tensor(0.),tensor(1.),tensor(13.4167),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(0.),tensor(0.)
